trid	gene	dmel_tr_len	S2_tr_mRNA	S2_tr_mRNA_rpkm	S2_tr_rank
FBtr0073381	FBgn0030243	4449	1614.20945	22.0806531906669	1
FBtr0073382	FBgn0030244	965	2.00029	0.126147918053509	1
FBtr0073383	FBgn0030247	1398	0	0	3
FBtr0073386	FBgn0003965	1305	0	0	1
FBtr0073387	FBgn0030251	2045	2.6012	0.0774096082927048	2
FBtr0073390	FBgn0030257	2093	0	0	3
FBtr0073391	FBgn0030257	2433	0	0	1
FBtr0073392	FBgn0030261	610	0	0	2
FBtr0073393	FBgn0003366	8171	4.13759	0.0308167389838101	1
FBtr0073394	FBgn0030260	869	0	0	1
FBtr0073396	FBgn0030258	837	0	0	2
FBtr0073397	FBgn0030258	798	0	0	3
FBtr0073400	FBgn0021742	1924	0	0	1
FBtr0073401	FBgn0052670	878	0	0	1
FBtr0073402	FBgn0052671	871	0	0	1
FBtr0073403	FBgn0030246	4036	1278.07860999999	19.2717363599491	1
FBtr0073404	FBgn0017561	3979	0.33337	0.00509878867778371	3
FBtr0073405	FBgn0017561	4100	0.54908	0.00815016132237071	1
FBtr0073406	FBgn0030245	2196	377.698799999997	10.467132121674	2
FBtr0073407	FBgn0030245	1708	661.479449999996	23.569096096943	1
FBtr0073408	FBgn0030245	1773	168.82174	5.79474158349686	4
FBtr0073409	FBgn0030242	2272	350.028620000001	9.37582873406288	1
FBtr0073410	FBgn0030241	2424	2308.53965	57.958769889417	1
FBtr0073411	FBgn0003321	3280	1386.69409999999	25.7289024818323	1
FBtr0073412	FBgn0052669	2385	8.00077000000002	0.204153974525602	1
FBtr0073413	FBgn0262735	4481	2161.49688	29.3558125542412	7
FBtr0073414	FBgn0262735	12045	4421.74162000004	22.3409169410528	12
FBtr0073415	FBgn0262735	5684	2635.95205999999	28.2226555335466	10
FBtr0073416	FBgn0262735	8752	4012.83665	27.9034953708733	11
FBtr0073417	FBgn0262735	3711	1941.93488	31.8462386189962	4
FBtr0073418	FBgn0262735	6762	3175.01908000001	28.5749586043012	9
FBtr0073419	FBgn0262735	2863	1815.16156	38.5841000163592	1
FBtr0073420	FBgn0262735	3300	1914.69441	35.3101828351004	2
FBtr0073421	FBgn0003360	1634	12030.85504	448.08342436922	1
FBtr0073422	FBgn0003360	1747	12041.10562	419.457435926948	4
FBtr0073423	FBgn0003360	1640	11523.68791	427.624005132007	3
FBtr0073424	FBgn0003360	1853	11538.58741	378.958508054429	5
FBtr0073425	FBgn0025111	1335	875.348440000001	39.9037888055591	3
FBtr0073426	FBgn0025111	1302	1389.18674999999	64.9327931664651	1
FBtr0073427	FBgn0030262	684	0	0	2
FBtr0073428	FBgn0030263	1319	3379.1916	155.913046727773	1
FBtr0073429	FBgn0027498	1990	350.729159999999	10.7258874518328	1
FBtr0073431	FBgn0027498	2052	351.611609999999	10.4279823444044	2
FBtr0073434	FBgn0015245	2357	21295.51799	549.848522763673	1
FBtr0073435	FBgn0015245	2328	20689.93258	540.867064491986	2
FBtr0073436	FBgn0028686	1423	4971.52953	212.617770655073	1
FBtr0073437	FBgn0030269	1831	870.147940000001	28.921391800569	1
FBtr0073438	FBgn0030271	668	27.43312	2.49927000826808	1
FBtr0073439	FBgn0030272	489	1.00011	0.124466749379763	1
FBtr0073440	FBgn0030274	2291	1015.1125	26.9651923973457	1
FBtr0073441	FBgn0030276	2241	2347.84458999999	63.7590631015652	1
FBtr0073443	FBgn0030276	3715	3221.01711999999	52.765329185157	2
FBtr0073444	FBgn0030276	3371	2840.58882	51.2818941297945	3
FBtr0073445	FBgn0030278	546	0	0	1
FBtr0073446	FBgn0030280	559	0	0	1
FBtr0073447	FBgn0030283	650	0	0	1
FBtr0073448	FBgn0030286	5830	1735.31277999999	18.1143872273806	1
FBtr0073450	FBgn0030290	746	0.99996	0.0815752169099016	1
FBtr0073451	FBgn0030291	799	200.03692	15.2362404054179	1
FBtr0073452	FBgn0030292	477	459.402130000001	58.6123402778904	1
FBtr0073453	FBgn0030293	4280	2434.73955	34.6196902911475	1
FBtr0073454	FBgn0000499	2844	1142.11772	24.4396912150217	1
FBtr0073456	FBgn0030294	1628	547.316539999999	20.4596692711579	1
FBtr0073457	FBgn0004864	5055	1497.09303999998	18.0236219035977	1
FBtr0073460	FBgn0001491	934	425.80091	27.7443238938207	1
FBtr0073461	FBgn0003411	779	0	0	1
FBtr0073467	FBgn0030277	842	1	0.0722773706848353	1
FBtr0073468	FBgn0026268	950	0.57144	0.0366067748977766	1
FBtr0073469	FBgn0052668	2676	3.87469000000001	0.0881181335435915	1
FBtr0073470	FBgn0261277	1063	3.13739	0.17961792719742	3
FBtr0073471	FBgn0020255	1127	12559.05758	678.184051336538	1
FBtr0073472	FBgn0020255	1667	12518.13932	457.002544067976	4
FBtr0073473	FBgn0030270	664	6.06410000000001	0.555792538261844	2
FBtr0073474	FBgn0052667	368	2.00022	0.330783915471218	1
FBtr0073475	FBgn0030268	3503	5337.95097	92.7361111404772	2
FBtr0073476	FBgn0030268	3245	5167.86184000001	96.9193806632295	1
FBtr0073477	FBgn0030268	4375	5817.64954	80.9252286105026	3
FBtr0073478	FBgn0030268	4754	5828.26834	74.6096149098974	6
FBtr0073479	FBgn0030268	4543	5824.31129	78.0218562467073	5
FBtr0073480	FBgn0010391	2056	4507.12175000001	133.410685677966	1
FBtr0073481	FBgn0030266	12204	3189.88843999999	15.9069799118493	1
FBtr0073482	FBgn0027359	661	1008.09526	92.8142265891186	1
FBtr0073483	FBgn0001624	2554	56.6670999999995	1.35028216583623	18
FBtr0073484	FBgn0001624	2554	416.0995	9.91495478087597	16
FBtr0073485	FBgn0001624	4848	1881.04261	23.6129615068943	3
FBtr0073486	FBgn0001624	4865	1883.94093	23.5667054529259	5
FBtr0073487	FBgn0001624	4709	1855.40153	23.9785908211602	1
FBtr0073488	FBgn0001624	5296	1615.28589	18.5616192489084	11
FBtr0073489	FBgn0001624	4893	1892.63081	23.5399278155185	6
FBtr0073490	FBgn0001624	5119	1614.83486	19.1980634817726	10
FBtr0073491	FBgn0001624	2114	42.17593	1.21415496924636	21
FBtr0073492	FBgn0001624	2102	42.05827	1.21767987921538	20
FBtr0073494	FBgn0001145	1906	86.0968400000002	2.74902539915857	6
FBtr0073495	FBgn0001145	1619	96.2880500000006	3.61942831584653	1
FBtr0073496	FBgn0001145	1812	96.9078500000005	3.25473176072771	3
FBtr0073497	FBgn0030300	2616	0	0	2
FBtr0073498	FBgn0030300	2680	0	0	1
FBtr0073499	FBgn0030301	3720	1336.24700999999	21.8604069984637	3
FBtr0073500	FBgn0030301	1744	638.396659999998	22.2770952847783	2
FBtr0073503	FBgn0030304	2505	0	0	2
FBtr0073505	FBgn0030305	1432	1596.87835	67.8645934551502	1
FBtr0073506	FBgn0030306	821	1556.75632	115.396308814564	1
FBtr0073509	FBgn0030310	1018	147.92626	8.84325067761374	2
FBtr0073510	FBgn0030311	640	525.957520000001	50.013256294983	1
FBtr0073511	FBgn0030313	934	0	0	1
FBtr0073512	FBgn0030314	2235	372.593310000002	10.1454651212856	1
FBtr0073513	FBgn0030316	1742	320.689770000001	11.2034399924839	1
FBtr0073516	FBgn0002948	2449	388.554230000001	9.65555613353909	2
FBtr0073518	FBgn0030318	2345	1995.78288999999	51.7946478750354	2
FBtr0073519	FBgn0030318	2057	1937.65236	57.3265764981524	1
FBtr0073520	FBgn0030321	2970	2691.32208000001	55.1472247805753	1
FBtr0073521	FBgn0002723	3756	371.356769999998	6.01700259744359	1
FBtr0073522	FBgn0004370	7308	871.378529999974	7.25642570806182	1
FBtr0073526	FBgn0014133	4839	4112.39597	51.7194311622492	1
FBtr0073527	FBgn0014133	5218	4164.00588999999	48.5648103642389	3
FBtr0073531	FBgn0030326	638	8.00007000000002	0.763110703701066	1
FBtr0073532	FBgn0030323	1076	113.289769999999	6.40756264155901	2
FBtr0073533	FBgn0030323	1155	122.543789999999	6.45689554219197	1
FBtr0073534	FBgn0030323	1246	123.319369999999	6.02320565557693	3
FBtr0073535	FBgn0266421	541	650.426599999998	73.1670366081027	1
FBtr0073536	FBgn0030320	3767	946.900309999994	15.2975920583162	4
FBtr0073537	FBgn0030319	772	17.00187	1.34027472486266	1
FBtr0073539	FBgn0030317	2160	0	0	1
FBtr0073540	FBgn0000618	503	298.887069999999	36.1620947240353	1
FBtr0073541	FBgn0027259	1002	242.69002	14.7400390061838	1
FBtr0073542	FBgn0003277	6736	4974.79813000003	44.9456660655297	1
FBtr0073543	FBgn0030309	976	1144.11443	71.3401605393733	2
FBtr0073544	FBgn0030309	974	1144.42652	71.5061496077986	1
FBtr0073545	FBgn0030307	5028	0.21571	0.00261089524121291	1
FBtr0073546	FBgn0262740	3177	881.155779999998	16.8791244939522	2
FBtr0073547	FBgn0262740	5936	1272.43253999999	13.0453372613463	4
FBtr0073550	FBgn0030297	1251	0	0	1
FBtr0073551	FBgn0030329	1763	1502.24572	51.8564879089121	3
FBtr0073552	FBgn0030330	3247	569.718139999999	10.6780560451282	2
FBtr0073553	FBgn0030330	3008	561.717259999997	11.3646057363556	1
FBtr0073555	FBgn0002577	3405	37.4148200000001	0.668714870365775	1
FBtr0073556	FBgn0030334	1075	6630.95872000001	375.389652185934	1
FBtr0073557	FBgn0030334	1418	7452.51081000002	319.845924050966	2
FBtr0073558	FBgn0000259	3121	1629.64549000001	31.7770668251957	9
FBtr0073560	FBgn0000259	1331	1267.77494	57.966695624763	5
FBtr0073561	FBgn0000259	966	1149.47727	72.4165279182655	1
FBtr0073562	FBgn0000259	2392	1017.87999999998	25.8970230105332	10
FBtr0073565	FBgn0030339	1543	0.1961	0.00773439066329967	1
FBtr0073567	FBgn0030345	1776	231.37213	7.92834463489764	1
FBtr0073569	FBgn0030347	1529	138.095579999999	5.49650629715689	2
FBtr0073570	FBgn0030350	827	846.571099999998	62.2977506157886	1
FBtr0073571	FBgn0030351	719	112.813249999999	9.54873096584422	1
FBtr0073572	FBgn0030352	1110	254.94435	13.9777365200897	1
FBtr0073573	FBgn0260780	5127	11.00021	0.130572613100766	2
FBtr0073574	FBgn0030360	1648	1.00011	0.0369321847370777	2
FBtr0073575	FBgn0030362	1151	1247.03815	65.9354315576226	3
FBtr0073576	FBgn0030362	1097	1281.89531	71.1148613901717	1
FBtr0073577	FBgn0030362	1458	1245.18482	51.9745491130859	4
FBtr0073578	FBgn0030362	1083	1244.80757	69.9500776524531	2
FBtr0073579	FBgn0030361	2000	105.07517	3.19730850199394	1
FBtr0073580	FBgn0001083	4698	0.2	0.00259078527529295	3
FBtr0073581	FBgn0030359	2344	0	0	1
FBtr0073582	FBgn0003865	887	0.15688	0.0107636210087679	1
FBtr0073590	FBgn0030358	3776	0.3922	0.00632106186094883	1
FBtr0073591	FBgn0030357	1102	1.99983	0.110439878811636	2
FBtr0073594	FBgn0250871	3444	0.52382	0.00925621364890064	3
FBtr0073595	FBgn0250871	4354	1.52393	0.0213005604624524	2
FBtr0073596	FBgn0030354	5187	2570.89556	30.1635618090886	2
FBtr0073600	FBgn0030346	1481	161.01507	6.6164632329491	1
FBtr0073601	FBgn0030344	4054	2166.61097000001	32.5245749934817	1
FBtr0073602	FBgn0030342	2024	635.511420000002	19.1085304102253	2
FBtr0073603	FBgn0030342	1978	642.661730000001	19.7729099448277	1
FBtr0073604	FBgn0030341	1541	1076.60480999999	42.5175385295013	2
FBtr0073606	FBgn0030338	484	0	0	1
FBtr0073607	FBgn0030336	3667	916.705740000002	15.2136519900275	1
FBtr0073608	FBgn0001218	3158	30226.39111	582.490180784091	4
FBtr0073609	FBgn0001218	3019	29786.66046	600.444870024806	3
FBtr0073610	FBgn0001218	3185	29789.85295	569.211098810766	5
FBtr0073611	FBgn0001218	2985	29677.62959	605.061209851165	1
FBtr0073612	FBgn0004511	4075	15.96121	0.238370570221408	1
FBtr0073613	FBgn0030332	1035	25.00177	1.4700931118574	1
FBtr0073615	FBgn0030328	3694	3441.33162000001	56.6949100613893	12
FBtr0073616	FBgn0030328	3053	3223.02017	64.2466749527048	9
FBtr0073617	FBgn0030328	3014	3249.15347	65.60567589268	8
FBtr0073618	FBgn0030328	2948	3246.64085	67.0225899772775	6
FBtr0073619	FBgn0030328	3411	3288.60281000001	58.6737898472175	11
FBtr0073620	FBgn0030327	2795	952.208199999997	20.7331142912824	1
FBtr0073621	FBgn0030364	1251	1204.49135	58.5950342763457	1
FBtr0073622	FBgn0030365	1620	795.202080000004	29.8728686763218	1
FBtr0073623	FBgn0030369	1885	0	0	1
FBtr0073633	FBgn0052655	1250	0	0	1
FBtr0073634	FBgn0030377	2187	7.17710000000001	0.19971682406661	1
FBtr0073635	FBgn0030375	777	0	0	1
FBtr0073637	FBgn0030373	811	4.00024000000001	0.300178533017995	1
FBtr0073638	FBgn0030370	1298	0	0	1
FBtr0073640	FBgn0030367	1523	0	0	1
FBtr0073641	FBgn0030366	5642	3111.41594999997	33.5613505255486	2
FBtr0073642	FBgn0043001	685	182.01261	16.1705705209977	1
FBtr0073643	FBgn0030384	1331	0	0	1
FBtr0073644	FBgn0030386	896	0	0	1
FBtr0073647	FBgn0030389	955	0	0	1
FBtr0073650	FBgn0030394	1326	0	0	1
FBtr0073651	FBgn0002562	2625	0	0	1
FBtr0073652	FBgn0030396	2304	9.00067000000004	0.237742486807978	1
FBtr0073653	FBgn0030398	818	0	0	1
FBtr0073655	FBgn0030407	2123	80.0060499999993	2.29343941473597	2
FBtr0073656	FBgn0030408	1544	0	0	1
FBtr0073657	FBgn0030406	1526	292.632320000002	11.6703046589888	3
FBtr0073658	FBgn0030403	2509	1094.85832	26.556552690545	1
FBtr0073659	FBgn0041203	4964	909.34876	11.148415410516	2
FBtr0073660	FBgn0041203	5627	977.754879999999	10.5746868136416	4
FBtr0073661	FBgn0041203	4814	824.07440999999	10.4177703386186	5
FBtr0073662	FBgn0030400	5226	1210.23294000001	14.0933423187748	2
FBtr0073667	FBgn0030395	2203	1.00011	0.0276278894447136	1
FBtr0073668	FBgn0030391	1588	397.860720000004	15.2473722389146	1
FBtr0073669	FBgn0030391	1618	402.616500000004	15.1435427787806	2
FBtr0073670	FBgn0030390	1180	0	0	1
FBtr0073672	FBgn0052651	3719	0	0	1
FBtr0073674	FBgn0030409	1140	1.00011	0.053389684602372	2
FBtr0073675	FBgn0030411	1234	116.00969	5.72128448877723	1
FBtr0073678	FBgn0030412	5490	1027.79902999999	11.3933200121773	5
FBtr0073680	FBgn0015024	2791	2432.75052000001	53.0459430172552	6
FBtr0073682	FBgn0015024	2133	2026.25801	57.8120442042984	4
FBtr0073683	FBgn0011837	2157	1935.17908	54.5990960153176	2
FBtr0073685	FBgn0030417	2853	0	0	1
FBtr0073686	FBgn0030418	3403	395.055009999999	7.06496576246876	5
FBtr0073687	FBgn0030418	1395	304.790979999999	13.2966531335363	1
FBtr0073688	FBgn0030421	1831	6.71849000000001	0.223304650469212	1
FBtr0073689	FBgn0030421	3795	7.71860000000001	0.123777353216293	3
FBtr0073690	FBgn0030425	2572	0.9805	0.0232001648395634	2
FBtr0073691	FBgn0030433	674	758.05933	68.4475231967621	1
FBtr0073692	FBgn0030435	1521	990.990529999999	39.6510531759499	3
FBtr0073693	FBgn0030434	1323	924.505810000003	42.5269500885629	1
FBtr0073694	FBgn0030432	1696	11.3577	0.407548202552396	1
FBtr0073695	FBgn0030431	1338	443.203240000001	20.1586409696117	2
FBtr0073696	FBgn0030431	1235	419.34344	20.6641398692363	1
FBtr0073697	FBgn0052649	2280	1073.83614	28.6627335139278	1
FBtr0073698	FBgn0052650	1167	0	0	1
FBtr0073699	FBgn0030429	2035	1.00011	0.0299087176642281	1
FBtr0073702	FBgn0052647	2245	238.532439999999	6.4661465334577	2
FBtr0073703	FBgn0052647	1215	141.18506	7.07175004109412	1
FBtr0073704	FBgn0030420	2734	465.528260000001	10.3624387533084	1
FBtr0073705	FBgn0020513	1826	7622.69469	254.051748975726	1
FBtr0073709	FBgn0030410	1165	97.0088599999997	5.06757182074834	1
FBtr0073712	FBgn0086675	3937	0.5883	0.00909385176032873	4
FBtr0073716	FBgn0052643	548	0	0	1
FBtr0073717	FBgn0030441	752	0	0	1
FBtr0073720	FBgn0261524	1951	1570.84410000001	48.9993425206503	1
FBtr0073721	FBgn0030447	1055	699.211749999999	40.3339443800146	1
FBtr0073722	FBgn0250862	1438	0	0	2
FBtr0073723	FBgn0030451	1156	1093.57012	57.570929074109	1
FBtr0073724	FBgn0030452	2090	583.255769999997	16.9834999619934	2
FBtr0073725	FBgn0052645	3537	1.18758	0.0204334760014671	1
FBtr0073726	FBgn0030456	2256	515.12786	13.8960183935778	1
FBtr0073727	FBgn0030457	2040	478.978000000001	14.2889341783588	2
FBtr0073728	FBgn0052640	466	1.50997	0.197195426844914	1
FBtr0073729	FBgn0052641	466	1.41334	0.184575974739227	1
FBtr0073730	FBgn0029133	1370	4009.42579	178.10497439134	1
FBtr0073731	FBgn0004456	3863	867.140069999996	13.6608896711374	3
FBtr0073732	FBgn0004456	5001	1029.60621999998	12.5293557319774	6
FBtr0073733	FBgn0030462	927	1.00011	0.0656572173103604	2
FBtr0073734	FBgn0052639	642	1.00008	0.0948012690347674	1
FBtr0073737	FBgn0030460	1188	378.48245	19.3884790868776	1
FBtr0073738	FBgn0030459	2113	1.3727	0.0395358038591102	1
FBtr0073741	FBgn0025463	1936	2135.51040000001	67.1290922781748	1
FBtr0073745	FBgn0030449	751	0.999840000000001	0.0810223820362885	1
FBtr0073747	FBgn0010303	4893	2588.80154000001	32.1986734329362	1
FBtr0073748	FBgn0010303	2738	1295.42268	28.7933694260884	4
FBtr0073750	FBgn0030443	1959	0	0	2
FBtr0073752	FBgn0030439	1359	0	0	1
FBtr0073753	FBgn0030437	2618	0	0	1
FBtr0073754	FBgn0000346	3087	155.065749999999	3.05698770059442	2
FBtr0073755	FBgn0030465	1650	620.843640000001	22.8988002742529	2
FBtr0073756	FBgn0030466	6261	3959.03243	38.4821911333595	1
FBtr0073757	FBgn0030468	1682	3619.71716	130.967362659846	1
FBtr0073763	FBgn0040309	1014	12675.35452	760.740603792457	1
FBtr0073764	FBgn0040309	1010	11130.46159	670.665920309721	4
FBtr0073766	FBgn0030474	2626	523.871079999998	12.1407115042914	2
FBtr0073767	FBgn0261085	4823	6.63675000000002	0.0837437941508509	2
FBtr0073768	FBgn0030477	1282	110.73497	5.25667593096629	1
FBtr0073769	FBgn0030478	2488	2276.87069	55.6932327243895	3
FBtr0073770	FBgn0030478	2558	2292.70554	54.5459081831142	5
FBtr0073771	FBgn0030478	2511	2288.03443	55.4536681960037	4
FBtr0073772	FBgn0030478	2357	2282.9089	58.9445200092567	2
FBtr0073773	FBgn0030478	2664	2296.79632	52.4689894763172	6
FBtr0073774	FBgn0030478	2823	2296.79632	49.5137754037935	7
FBtr0073775	FBgn0030480	516	508.84363	60.0135168195331	2
FBtr0073776	FBgn0030481	1282	704.036230000001	33.4211523673981	1
FBtr0073777	FBgn0030482	2510	7150.37749999999	173.368298190268	1
FBtr0073778	FBgn0030484	1220	1541.83325	76.9116296033037	1
FBtr0073779	FBgn0030486	7583	2307.14827	18.5160730897311	2
FBtr0073782	FBgn0030492	1001	0	0	1
FBtr0073783	FBgn0030493	1369	0	0	1
FBtr0073784	FBgn0030494	858	0	0	1
FBtr0073785	FBgn0030495	1320	0.95656	0.0441014350858521	1
FBtr0073787	FBgn0030485	1770	200.926799999999	6.90842485710005	3
FBtr0073788	FBgn0030483	1025	0	0	1
FBtr0073789	FBgn0026749	1136	406.6752	21.7863157909245	1
FBtr0073790	FBgn0030479	917	391.539650000001	25.9848880113029	1
FBtr0073792	FBgn0010198	737	14430.79318	1191.61826519867	3
FBtr0073793	FBgn0010198	678	14493.82367	1300.97130147986	2
FBtr0073794	FBgn0010198	877	14869.3574	1031.82737023395	5
FBtr0073795	FBgn0010198	741	14498.88784	1190.77832032748	4
FBtr0073796	FBgn0030467	1395	1751.41537	76.4063380997505	1
FBtr0073798	FBgn0041210	5182	11338.5211500001	133.159894592924	3
FBtr0073799	FBgn0052631	1289	1.00009	0.047217240725975	1
FBtr0073800	FBgn0052633	1441	0	0	1
FBtr0073803	FBgn0086674	2734	568.301660000003	12.6501259991252	2
FBtr0073805	FBgn0030499	3043	1018.61673	20.3715131847345	1
FBtr0073806	FBgn0030501	977	699.9632	43.6008625628913	1
FBtr0073807	FBgn0030503	1451	95.1123499999999	3.98918278868792	1
FBtr0073808	FBgn0030505	5870	2349.03261000001	24.3537240873163	3
FBtr0073809	FBgn0030507	1209	432.087810000001	21.7500445190317	1
FBtr0073810	FBgn0030508	2312	7.93751999999999	0.208935116544845	1
FBtr0073811	FBgn0030509	919	0	0	1
FBtr0073812	FBgn0030511	1608	147.433410000001	5.57987285336273	1
FBtr0073817	FBgn0002878	4868	1075.08429999999	13.4402202889309	1
FBtr0073818	FBgn0030518	901	267.00955	18.0350122116603	1
FBtr0073819	FBgn0030519	705	793.941079999999	68.5351856595575	1
FBtr0073820	FBgn0020909	1301	465.487849999999	21.7743645642633	1
FBtr0073821	FBgn0004047	1488	11.09868	0.453923676030735	1
FBtr0073822	FBgn0003218	6945	101.710230000001	0.891264940641935	9
FBtr0073823	FBgn0003218	4573	94.4206700000005	1.25655155890843	7
FBtr0073825	FBgn0261244	5910	415.59394	4.27953085775677	6
FBtr0073826	FBgn0261244	4004	539.60971	8.20162907375301	1
FBtr0073827	FBgn0030528	1121	114.012470000001	6.18957997403756	1
FBtr0073828	FBgn0027537	2786	3117.32679000001	68.0950677972132	1
FBtr0073833	FBgn0052626	3216	525.253650000001	9.93956723501367	8
FBtr0073834	FBgn0030530	2634	1047.62659	24.2050051305749	3
FBtr0073835	FBgn0030529	1839	8128.27029000001	268.986723231169	2
FBtr0073836	FBgn0030525	1250	0	0	1
FBtr0073837	FBgn0030524	715	3.00033	0.255374435440717	1
FBtr0073838	FBgn0030521	1425	1788.56135	76.3841788351223	1
FBtr0073839	FBgn0052625	595	9.62809000000004	0.984776354941309	1
FBtr0073840	FBgn0030520	2368	4707.72577	120.988445165637	1
FBtr0073841	FBgn0001612	3571	438.653599999998	7.47560394601686	1
FBtr0073842	FBgn0001087	3853	1440.4377	22.7514933184231	1
FBtr0073843	FBgn0030514	3113	1141.90859	22.3237245990692	1
FBtr0073844	FBgn0030512	4375	401.429820000001	5.58400772188367	2
FBtr0073845	FBgn0030512	4321	413.827259999998	5.82839887983547	1
FBtr0073846	FBgn0030510	1805	178.45505	6.01680688926357	3
FBtr0073847	FBgn0030506	3040	318.943350000006	6.38490448395337	1
FBtr0073848	FBgn0030504	4477	3123.77639	42.4626682404443	1
FBtr0073849	FBgn0030502	2955	1661.73906999999	34.2231343777775	1
FBtr0073850	FBgn0030500	2200	440.120060000001	12.174830385593	1
FBtr0073851	FBgn0004169	1525	9.43199000000001	0.376398535342037	10
FBtr0073852	FBgn0004169	1573	9.43199000000001	0.364912756768344	14
FBtr0073853	FBgn0004169	1684	9.43199000000001	0.34085971876283	17
FBtr0073854	FBgn0030536	1270	0	0	1
FBtr0073855	FBgn0000173	1890	3151.81188999999	101.487585950593	2
FBtr0073868	FBgn0030537	1954	0	0	1
FBtr0073869	FBgn0040871	428	0	0	1
FBtr0073891	FBgn0030539	774	0	0	1
FBtr0073892	FBgn0030540	1096	0	0	2
FBtr0073893	FBgn0030541	2197	0	0	1
FBtr0073894	FBgn0052603	1144	0	0	1
FBtr0073897	FBgn0004649	6351	0.1961	0.0018791001091909	2
FBtr0073898	FBgn0004649	6274	0.1961	0.00190216206462725	1
FBtr0073899	FBgn0030545	730	420.764620000001	35.0776743368451	1
FBtr0073900	FBgn0026713	3880	2318.12448999999	36.3596309418213	1
FBtr0073901	FBgn0026713	1946	1009.9516	31.5843659160152	2
FBtr0073902	FBgn0030552	1399	557.1823	24.2378466887925	1
FBtr0073903	FBgn0030554	1710	405.36709	14.4266937858711	1
FBtr0073904	FBgn0260482	1233	1.985	0.0979742327992807	1
FBtr0073908	FBgn0030558	1974	3.00033	0.0924988456636841	1
FBtr0073911	FBgn0052602	10025	0.59085	0.00358680110952734	1
FBtr0073913	FBgn0052600	4958	0	0	1
FBtr0073914	FBgn0052601	967	0	0	1
FBtr0073915	FBgn0030566	1012	0	0	1
FBtr0073916	FBgn0030569	3684	1.00018	0.0165223942657254	1
FBtr0073918	FBgn0052598	967	0	0	1
FBtr0073919	FBgn0030563	907	0	0	1
FBtr0073920	FBgn0030562	1156	0	0	1
FBtr0073922	FBgn0030556	2243	2246.97680000001	60.9654454877402	1
FBtr0073923	FBgn0030555	2894	404.969010000001	8.51604015268887	1
FBtr0073926	FBgn0030551	1172	1.00012	0.0519324650359772	1
FBtr0073927	FBgn0040153	1761	53.7102300000002	1.85614582575803	1
FBtr0073928	FBgn0030544	645	0	0	1
FBtr0073929	FBgn0030570	772	0	0	1
FBtr0073930	FBgn0030571	779	258.55931	20.1993390657373	2
FBtr0073932	FBgn0030571	841	267.342360000001	19.3457788378467	4
FBtr0073933	FBgn0030573	864	55.8268500000001	3.93227441946906	1
FBtr0073935	FBgn0030577	992	0	0	1
FBtr0073936	FBgn0030578	1210	0	0	1
FBtr0073937	FBgn0015010	1011	0	0	3
FBtr0073938	FBgn0020508	849	0	0	1
FBtr0073939	FBgn0030576	2705	3.00026000000001	0.0675003553833216	2
FBtr0073940	FBgn0015774	6505	47.0047700000002	0.439753260257749	6
FBtr0073941	FBgn0266710	611	301.024060000001	29.9829551778489	1
FBtr0073942	FBgn0015773	3245	124.322429999999	2.33157411927784	2
FBtr0073943	FBgn0030574	3302	4.00044000000001	0.0737301519645116	2
FBtr0073944	FBgn0030574	3455	4.00044000000001	0.0704651119498747	4
FBtr0073945	FBgn0030572	641	496.35276	47.1245101120394	1
FBtr0073946	FBgn0030582	3433	2270.47742999993	40.2492528118238	3
FBtr0073947	FBgn0030582	3418	2240.66968999993	39.895160617703	4
FBtr0073948	FBgn0030583	606	23.96835	2.40702139515604	1
FBtr0073949	FBgn0264078	2819	1930.69240000001	41.6804546896169	4
FBtr0073950	FBgn0264078	2780	1925.61822000001	42.1541005851353	2
FBtr0073951	FBgn0264078	2931	1932.74164000001	40.1303014288073	6
FBtr0073952	FBgn0264078	2892	1927.66746000001	40.5646996350208	5
FBtr0073954	FBgn0264078	1811	1153.69037	38.7690584740963	7
FBtr0073955	FBgn0000535	9215	11.00114	0.0726535414959867	4
FBtr0073956	FBgn0052594	4014	1441.36807000001	21.853045289254	3
FBtr0073957	FBgn0052594	3240	1380.33838	25.9271625362365	1
FBtr0073958	FBgn0030603	2514	1026.53038999999	24.8496899560652	2
FBtr0073959	FBgn0030603	2304	960.921819999994	25.3816597114266	1
FBtr0073960	FBgn0030605	565	1592.20079	171.499881423649	1
FBtr0073961	FBgn0030607	1855	188.840149999999	6.1953359230709	1
FBtr0073962	FBgn0053177	862	14.98087	1.05765543723	1
FBtr0073963	FBgn0053178	585	8.67527000000001	0.902488280511502	1
FBtr0073964	FBgn0030612	1872	828.85391	26.945520860991	1
FBtr0073965	FBgn0030611	602	541.91181	54.7830946315982	1
FBtr0073966	FBgn0030610	521	641.966359999999	74.9875189232742	1
FBtr0073967	FBgn0030608	2148	0	0	4
FBtr0073968	FBgn0264389	917	1048.71162	69.5987085901822	1
FBtr0073970	FBgn0030600	16177	310.535609999997	1.16822867073197	2
FBtr0073972	FBgn0027601	2534	34.8457300000001	0.836868832061045	1
FBtr0073973	FBgn0052591	1499	0	0	2
FBtr0073974	FBgn0030598	2524	5.00041000000001	0.120567623683465	1
FBtr0073975	FBgn0030597	2045	2.7454	0.0817008836716868	1
FBtr0073976	FBgn0030596	1979	0.74124	0.022794364569728	1
FBtr0073977	FBgn0030595	667	0	0	1
FBtr0073978	FBgn0030594	2342	0	0	2
