geno_pos	Kronja_mature_oocyte	Kronja_activated_egg	Samuels_GSC_AHS0	Samuels_GSC_AHS0.5	Samuels_GSC_AHS5	Samuels_GSC_AHS9	Samuels_GSC_AHS18	Samuels_GSC_AHS28	Samuels_GSC_AHS38	Douka_S2_UTD2	dmel_em_0_2h	dmel_em_2_6h	dmel_em_6_12h	dmel_em_12_24h	dmel_larva	dmel_pupa	dmel_female_body	dmel_male_body	dmel_female_head	dmel_male_head	Dunn_em02	sum	group
2R_13979736	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	0	0	1	10	group3
2R_13979711	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	group1
2R_13979477	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	group1
2R_13983505	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	group1
2R_13990666	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	15	group3
2R_13990653	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	9	group3
2R_13990568	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	16	group3
2R_13990442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_13990327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_13990242	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	group1
2R_13990234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_13990226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_13990212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_13990189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_13990158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_13990108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_13990039	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	5	group2
2R_13990033	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	12	group3
2R_13991309	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	4	group2
2R_13991328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_13991434	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	3	group2
2R_13991444	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	6	group2
2R_13992006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_13992038	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	group1
2R_14010176	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	1	10	group3
2R_14009347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14009353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14009508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14009531	0	1	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	9	group3
2R_14038105	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	13	group3
2R_14038122	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	11	group3
2R_14038132	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	group1
2R_14038343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	group1
2R_14090343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14140866	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	16	group3
2R_14140835	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	group3
2R_14140551	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	6	group2
2R_14140406	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	5	group2
2R_14114283	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	8	group3
2R_14092494	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	16	group3
2R_14092461	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	4	group2
2R_14152688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14157773	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	group1
2R_14157776	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	group1
2R_14157831	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	6	group2
2R_14161232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	group1
2R_14161218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14164808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14164753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	group1
2R_14165139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14165165	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	5	group2
2R_14168812	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	group2
2R_14169219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14169224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14169251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14169259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14169266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14169270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14169299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14169380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14171790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14171794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14171810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14171854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14171929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14172116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14172151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	group2
2R_14173569	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	7	group3
2R_14173521	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	5	group2
2R_14173705	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	1	6	group2
2R_14173918	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	14	group3
2R_14173981	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	15	group3
2R_14174138	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	15	group3
2R_14173922	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	group1
2R_14185484	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	group2
2R_14185493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14185557	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	3	group2
2R_14201082	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	group1
2R_14201059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	group1
2R_14200958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14212379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14212102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14212023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14211978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14211780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14211733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14211715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14211695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14211669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14211545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14211528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14219936	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	7	group3
2R_14220171	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	group1
2R_14220229	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	3	group2
2R_14220252	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	6	group2
2R_14220260	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	3	group2
2R_14220266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14220272	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	group1
2R_14220357	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	group1
2R_14220383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14235397	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	1	12	group3
2R_14239633	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	9	group3
2R_14239600	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	7	group3
2R_14239519	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	6	group2
2R_14239512	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	8	group3
2R_14239397	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	group1
2R_14239377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14239356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14239331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14239306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14239253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14243779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14243784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14243848	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	group1
2R_14243867	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	group1
2R_14256511	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	10	group3
2R_14259110	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	group1
2R_14259145	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	group1
2R_14259148	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	7	group3
2R_14267474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14267416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14267408	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1	0	12	group3
2R_14267362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14267355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14270504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14270460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14270257	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	3	group2
2R_14270777	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	group1
2R_14270797	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	group1
2R_14270922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14271128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14276283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14276410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14276418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14276472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14276480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14276492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14276627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14277029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14277058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14277062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14277073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14277079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14277161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14277522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	group1
2R_14277554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14277801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	group1
2R_14278030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14278047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	group1
2R_14278056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	group1
2R_14278129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14278446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	group1
2R_14278860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	group1
2R_14279061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	group1
2R_14279143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14279246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	group1
2R_14279336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	group1
2R_14279504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14288149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14291404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14291428	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	15	group3
2R_14302321	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	group2
2R_14302302	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	12	group3
2R_14308216	0	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	7	group3
2R_14315250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14315261	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	group1
2R_14315115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14332497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14332525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14332540	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	group1
2R_14332611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14332817	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	16	group3
2R_14352251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14357252	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	group1
2R_14363049	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	12	group3
2R_14363294	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	group2
2R_14363143	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	4	group2
2R_14363212	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	group1
2R_14363233	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	6	group2
2R_14369223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14371103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14372054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14372103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14372147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14372161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14372199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	group1
2R_14374380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14378112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14378206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14378222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14378277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14378360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14378391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14382181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14382196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14411557	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	20	group3
2R_14411469	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	11	group3
2R_14411431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14411851	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	group2
2R_14420350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14420737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	group1
2R_14420771	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	group1
2R_14420801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14458588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14458726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14458731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14481271	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	1	14	group3
2R_14481276	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	16	group3
2R_14481334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14503402	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	group2
2R_14503959	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	group1
2R_14503968	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	group1
2R_14504321	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	6	group2
2R_14505193	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	group1
2R_14505201	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	0	0	1	1	1	14	group3
2R_14504429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14504463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14504469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14504570	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	3	group2
2R_14514041	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	6	group2
2R_14526370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14526421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14526624	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	4	group2
2R_14526646	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	7	group3
2R_14526676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14526689	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	group2
2R_14526695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14526717	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	10	group3
2R_14526730	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	group1
2R_14526799	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	group1
2R_14526819	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	group1
2R_14526837	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	group1
2R_14526843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14526860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14526864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14526894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14526958	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	group1
2R_14546258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14546121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14563918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14591215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14592680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14592690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14592697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14592704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14592715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14592018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14592025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14592049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14592066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14592245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14592266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14592326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
2R_14592331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	group0
